store,websites,attribute_set,type,category_ids,sku,status,product_category_type,is_recurring,visibility,tax_class_id,ebizmarts_mark_visited,brands,remove_compare_link,cash_on_delivery,emi_option,free_home_delivery,hard_disk_drive_storage,graphic_card_memory,screen_details,cpu,storage_capacity,graphic_card_type,warranty,webcam,screen_size,segment,laptop_warranty_summary,laptop_screen_range,laptop_ram,laptop_operating_system,laptop_graphic_card_model,laptop_freebag,laptop_touchscreen,deal_on_active,deal_on,is_superdeal,laptop_processor,magebuzz_featured_product,name,meta_title,meta_description,image,small_image,thumbnail,gallery,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,offers,video,warrenty,product_label,model_no,cpu_speed,ram_type,hdd_type,card_reader,series_name,eb_code,laptop_optical_drive,laptop_colour,laptop_screen_type,laptop_adapter,laptop_battery,gr_ean,creareseo_discontinued,creareseo_discontinued_product,deals,pro_mainname,laptop_battery_backup,laptop_remark,nav_item_no,price,special_price,weight,msrp,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,gr_valid_through,description,short_description,meta_keyword,custom_layout_update,imp_desc,deals_desc,searchindex_weight,concated_description,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Laptops,simple,"113,117",QCDTAG00082,Disabled,QCDT-A,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,HCL INFINITI PRO BL 1280(CORE 2 DUO E7500 2.93GHZ/2GB/160GB/DVD),,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,HCL INFINITI PRO BL 1280(CORE 2 DUO E7500 2.93GHZ/2GB/160GB/DVD),0,simple,,
admin,base,Laptops,simple,"113,117",QCDTAG00058,Disabled,QCDT-A,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,DELL OPTIPLEX 745(DT)(CORE 2 DUO 6300 1.86GHZ/2GB/160GB/DVD),,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,DELL OPTIPLEX 745(DT)(CORE 2 DUO 6300 1.86GHZ/2GB/160GB/DVD),0,simple,,
admin,base,Laptops,simple,"113,117",QCDTAG00059,Disabled,QCDT-A,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,DELL OPTIPLEX 745(MT)(CORE 2 DUO 6300 1.86GHZ/2GB/160GB/DVD),,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,DELL OPTIPLEX 745(MT)(CORE 2 DUO 6300 1.86GHZ/2GB/160GB/DVD),0,simple,,
admin,base,Laptops,simple,"113,117",QCDTAG00060,Disabled,QCDT-A,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,HP COMPAQ DC7800P(MT)(CORE 2 DUO 6550 2.33GHZ/2GB/160GB/DVD),,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,HP COMPAQ DC7800P(MT)(CORE 2 DUO 6550 2.33GHZ/2GB/160GB/DVD),0,simple,,
admin,base,Laptops,simple,"113,117",QCDTAG00061,Disabled,QCDT-A,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,LENOVO THINKCENTRE A52 (CORE 2 DUO E7500 2.93GHZ/2GB/160GB/NO DVD),,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,LENOVO THINKCENTRE A52 (CORE 2 DUO E7500 2.93GHZ/2GB/160GB/NO DVD),0,simple,,
admin,base,Laptops,simple,"113,117",QCDTAG00065,Disabled,QCDT-A,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,DELL OPTIPLEX 360(DT)(CORE 2 DUO E7500 2.93GHZ/2GB/160GB/NO DVD),,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,DELL OPTIPLEX 360(DT)(CORE 2 DUO E7500 2.93GHZ/2GB/160GB/NO DVD),0,simple,,
admin,base,Laptops,simple,"113,117",QCDTAG00066,Disabled,QCDT-A,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,DELL OPTIPLEX 380(DT)(CORE 2 DUO E7500 2.93GHZ/2GB/160GB/NO DVD),,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,DELL OPTIPLEX 380(DT)(CORE 2 DUO E7500 2.93GHZ/2GB/160GB/NO DVD),0,simple,,
admin,base,Laptops,simple,"113,117",QCDTAG00067,Disabled,QCDT-A,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,DELL OPTIPLEX 330(DT)(CORE 2 DUO E7400 2.80GHZ/2GB/160GB/NO DVD),,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,DELL OPTIPLEX 330(DT)(CORE 2 DUO E7400 2.80GHZ/2GB/160GB/NO DVD),0,simple,,
admin,base,Laptops,simple,"113,117",QCDTAG00068,Disabled,QCDT-A,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,DELL OPTIPLEX 755(DT)(CORE 2 DUO E6550 2.33GHZ/2GB/160GB/NO DVD),,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,DELL OPTIPLEX 755(DT)(CORE 2 DUO E6550 2.33GHZ/2GB/160GB/NO DVD),0,simple,,
admin,base,Laptops,simple,"113,117",QCDTAG00085,Disabled,QCDT-A,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,HP COMPAQ DX2080 MT(CORE 2 DUO 6400 2.13GHZ/2GB/160GB/NO DVD),,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,HP COMPAQ DX2080 MT(CORE 2 DUO 6400 2.13GHZ/2GB/160GB/NO DVD),0,simple,,
