store,websites,attribute_set,type,category_ids,sku,has_options,status,is_recurring,visibility,tax_class_id,ebizmarts_mark_visited,brands,remove_compare_link,cash_on_delivery,emi_option,free_home_delivery,hard_disk_drive_storage,graphic_card_memory,screen_details,cpu,storage_capacity,graphic_card_type,warranty,webcam,screen_size,segment,laptop_warranty_summary,laptop_screen_range,laptop_ram,laptop_operating_system,laptop_graphic_card_model,laptop_freebag,laptop_touchscreen,deal_on_active,deal_on,is_superdeal,laptop_processor,magebuzz_featured_product,name,meta_title,meta_description,image,small_image,thumbnail,gallery,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,offers,video,warrenty,product_label,model_no,cpu_speed,ram_type,hdd_type,card_reader,series_name,eb_code,laptop_optical_drive,laptop_colour,laptop_screen_type,laptop_adapter,laptop_battery,gr_ean,creareseo_discontinued,creareseo_discontinued_product,deals,pro_mainname,laptop_battery_backup,laptop_remark,nav_item_no,price,special_price,weight,msrp,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,gr_valid_through,description,short_description,meta_keyword,custom_layout_update,imp_desc,deals_desc,searchindex_weight,concated_description,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Laptops,simple,"3,60",OPNBNTF0318,0,Disabled,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,6 Month Warranty.,,,,6 Month Warranty.,,,,,No,No,No,,No,,0,"DELL INSPIRON 3558(CORE I3 -5005U 2.00GHZ/4GB/1TB/DVDRWRW/15.6"")",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,6 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,08/03/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,"DELL INSPIRON 3558(CORE I3 -5005U 2.00GHZ/4GB/1TB/DVDRWRW/15.6"")",0,simple,,
admin,base,Laptops,simple,"3,60",OPNBNTF0319,0,Disabled,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,6 Month Warranty.,,,,6 Month Warranty.,,,,,No,No,No,,No,,0,"DELL VOSTRO 3458(CORE I3 4005U 1.70GHZ/4GB/500GB/DVDRWRW/14"")",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,6 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,08/03/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,"DELL VOSTRO 3458(CORE I3 4005U 1.70GHZ/4GB/500GB/DVDRWRW/14"")",0,simple,,
admin,base,Laptops,simple,"3,60",OPNBNTF0320,0,Disabled,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,6 Month Warranty.,,,,6 Month Warranty.,,,,,No,No,No,,No,,0,"FUJITSU LIFEBOOK A514(CORE I3 40054 1.70GHZ/8GB/500GB/DVDRW/15.6"")",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,6 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,08/03/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,"FUJITSU LIFEBOOK A514(CORE I3 40054 1.70GHZ/8GB/500GB/DVDRW/15.6"")",0,simple,,
admin,base,Laptops,simple,"3,60",OPNBNTF0321,0,Disabled,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,6 Month Warranty.,,,,6 Month Warranty.,,,,,No,No,No,,No,,0,"DELL INSPIRON 5459(CORE I5 6200 2.30GHZ/8GB RAM/1TB/DVDRW/15.6"")",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,6 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,08/03/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,"DELL INSPIRON 5459(CORE I5 6200 2.30GHZ/8GB RAM/1TB/DVDRW/15.6"")",0,simple,,
admin,base,Laptops,simple,"3,11",QCNBA000528,0,Disabled,No,"Catalog, Search",GST0.36,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,"HP PAVILION G6-2016TX(CORE I5 3210M 2.50GHZ/2GB/500GB/DVDRW/15.6"")",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,08/03/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,"HP PAVILION G6-2016TX(CORE I5 3210M 2.50GHZ/2GB/500GB/DVDRW/15.6"")",0,simple,,
admin,base,Laptops,simple,"3,11",QCNBA000529,0,Disabled,No,"Catalog, Search",GST0.36,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,"DELL INSPIRON 3446(CORE I3 4005U 1.70GHZ/4GB/500GB 14"")",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,08/03/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,"DELL INSPIRON 3446(CORE I3 4005U 1.70GHZ/4GB/500GB 14"")",0,simple,,
admin,base,Laptops,simple,"3,11",QCNBAG00641,0,Disabled,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,"HP ELITEBOOK 8440P(CORE I5 2.70GHZ/4GB/320GB/DVDRW/14.1"")",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,08/03/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,"HP ELITEBOOK 8440P(CORE I5 2.70GHZ/4GB/320GB/DVDRW/14.1"")",0,simple,,
admin,base,Laptops,simple,"3,11",QCNBAG00642,0,Disabled,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,"DELL INSPIRON P51F(CORE I5 5250 1.60GHZ/8GB/1TB/DVDRW/15.6"")",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,08/03/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,"DELL INSPIRON P51F(CORE I5 5250 1.60GHZ/8GB/1TB/DVDRW/15.6"")",0,simple,,
admin,base,Laptops,simple,"3,11",QCNBAG00643,0,Disabled,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,"HP PAVILION G42(CORE I3 M370 2.40GHZ/4GB/500GB/14"")",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,08/03/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,"HP PAVILION G42(CORE I3 M370 2.40GHZ/4GB/500GB/14"")",0,simple,,
admin,base,Laptops,simple,"3,11",QCNBAG00644,0,Disabled,No,"Catalog, Search",GST18,No,,Yes,Yes,No,Yes,,,,,,,1 Month Warranty.,,,,1 Month Warranty.,,,,,No,No,No,,No,,0,"HP NOTEBOOK 15-AF14UA(AMD A8 7410 2.20 GHz/4GB/1TB/15.6"")",,,,,,,,,,No layout updates,Block after Info Column,,,, ,Use config,Use config,No,,,1 Month Warranty.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,08/03/2017 11:17,,1,0,1,0,1,0,1,0,0,0,1,"HP NOTEBOOK 15-AF14UA(AMD A8 7410 2.20 GHz/4GB/1TB/15.6"")",0,simple,,
